month,agemths,outcometype,agemths,sex,speutered,breed,black,unpopular
7,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
7,2,0,2,1,1.0,Snowshoe Mix,0,0
10,48,0,48,0,1.0,Chihuahua Shorthair Mix,0,1
7,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
9,8,2,8,0,1.0,Chihuahua Shorthair Mix,0,1
8,48,1,48,0,1.0,German Shepherd,0,0
12,72,1,72,0,1.0,Australian Shepherd Mix,0,0
6,2,0,2,1,1.0,Rat Terrier Mix,0,0
9,60,2,60,0,1.0,Lhasa Apso Mix,0,0
5,7,2,7,1,0.0,Rat Terrier Mix,0,0
6,5,0,5,1,1.0,Chihuahua Shorthair Mix,1,1
3,24,1,24,0,1.0,Cairn Terrier Mix,0,0
11,36,2,36,1,0.0,Domestic Shorthair Mix,0,0
8,4,0,4,1,1.0,Beagle/Rat Terrier,0,0
5,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
10,12,4,12,1,0.0,Chihuahua Shorthair Mix,0,1
10,2,2,2,0,1.0,Domestic Shorthair Mix,0,0
3,2,2,2,0,1.0,Domestic Shorthair Mix,0,0
10,2,2,2,0,0.0,Domestic Shorthair Mix,0,0
9,36,1,36,0,1.0,Domestic Shorthair Mix,0,0
1,24,0,24,0,1.0,Pit Bull/Labrador Retriever,0,1
1,2,0,2,0,1.0,Domestic Medium Hair Mix,0,0
11,36,0,36,0,1.0,Rottweiler Mix,0,1
4,24,2,24,1,1.0,Pit Bull Mix,0,1
9,96,0,96,0,1.0,Chihuahua Shorthair/Dachshund,0,0
8,2,1,2,1,0.0,Domestic Medium Hair Mix,0,0
5,36,0,36,0,1.0,Norfolk Terrier Mix,0,0
6,5,0,5,1,1.0,Border Collie Mix,0,0
11,36,0,36,1,1.0,English Bulldog Mix,0,0
5,24,0,24,0,1.0,Miniature Poodle Mix,0,0
10,72,1,72,0,1.0,Australian Shepherd Mix,0,0
4,12,1,12,1,1.0,Domestic Shorthair Mix,0,0
7,12,0,12,1,1.0,Border Collie Mix,0,0
9,60,0,60,0,1.0,Toy Poodle,0,0
11,24,2,24,0,1.0,Labrador Retriever Mix,0,0
6,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
12,84,1,84,0,1.0,Labrador Retriever/Golden Retriever,0,0
11,4,0,4,0,1.0,Domestic Shorthair Mix,0,0
9,24,0,24,1,1.0,Labrador Retriever Mix,0,0
8,8,0,8,1,1.0,Boxer Mix,0,0
3,12,2,12,1,0.0,Chihuahua Shorthair Mix,0,1
8,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
1,48,2,48,1,0.0,Chihuahua Shorthair Mix,0,1
12,24,2,24,0,1.0,Shih Tzu,0,0
1,24,1,24,0,1.0,Jack Russell Terrier/Unknown,0,0
10,24,1,24,0,1.0,Pit Bull Mix,0,1
11,2,0,2,0,1.0,Maine Coon Mix,0,0
3,12,0,12,1,1.0,Domestic Shorthair Mix,1,0
9,48,1,48,1,1.0,Pit Bull Mix,0,1
5,60,3,60,1,1.0,Chihuahua Shorthair Mix,0,1
12,12,0,12,0,1.0,Miniature Poodle Mix,0,0
1,96,2,96,0,0.0,Shih Tzu,0,0
9,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
5,48,1,48,0,1.0,Domestic Longhair Mix,0,0
1,36,1,36,1,1.0,Great Dane Mix,0,0
11,48,0,48,0,1.0,German Shepherd,0,0
11,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
6,24,0,24,1,1.0,Chihuahua Shorthair/Dachshund,0,0
10,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
10,24,0,24,1,1.0,Pit Bull Mix,0,1
12,12,0,12,1,1.0,Black/Tan Hound,0,0
8,2,2,2,1,1.0,Domestic Shorthair Mix,0,0
5,12,0,12,1,1.0,Pit Bull Mix,0,1
12,72,2,72,1,1.0,West Highland,0,0
1,36,2,36,0,1.0,Domestic Longhair Mix,1,0
6,1,2,1,0,0.0,Domestic Shorthair Mix,0,0
2,2,0,2,0,1.0,Pit Bull Mix,0,1
11,11,2,11,0,1.0,Domestic Shorthair Mix,0,0
7,2,0,2,0,1.0,Labrador Retriever/German Shepherd,0,0
8,0,2,0,0,0.0,Domestic Shorthair Mix,1,0
12,12,0,12,1,1.0,Pit Bull Mix,0,1
5,108,4,108,1,1.0,Labrador Retriever Mix,1,0
1,24,0,24,0,1.0,Labrador Retriever/Chow Chow,0,0
10,3,0,3,1,1.0,Domestic Shorthair Mix,0,0
1,84,1,84,0,1.0,Staffordshire Mix,0,0
2,48,1,48,0,1.0,Labrador Retriever Mix,0,0
4,60,1,60,0,1.0,Rat Terrier,0,0
12,48,2,48,0,1.0,Lhasa Apso/Havanese,0,0
6,60,1,60,0,1.0,Rhod Ridgeback Mix,0,0
5,48,0,48,1,1.0,Italian Greyhound Mix,0,0
1,48,2,48,0,1.0,Domestic Longhair Mix,0,0
9,2,0,2,0,1.0,Chihuahua Shorthair Mix,0,1
8,24,2,24,1,1.0,Labrador Retriever Mix,0,0
11,1,0,1,1,1.0,Jack Russell Terrier Mix,0,0
2,36,0,36,0,1.0,American Eskimo/Australian Shepherd,0,0
1,24,2,24,0,1.0,Domestic Shorthair Mix,0,0
5,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
12,96,1,96,1,1.0,Miniature Poodle/Maltese,0,0
4,96,2,96,1,0.0,Domestic Shorthair Mix,1,0
5,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
10,3,0,3,1,1.0,Anatol Shepherd Mix,0,0
3,96,1,96,0,1.0,Beagle Mix,0,0
5,12,0,12,1,1.0,Dachshund Mix,0,0
4,12,2,12,0,1.0,Australian Cattle Dog Mix,0,0
1,72,0,72,1,1.0,Pit Bull Mix,0,1
2,96,4,96,1,0.0,Domestic Shorthair Mix,0,0
5,12,2,12,1,1.0,Domestic Shorthair Mix,0,0
4,10,1,10,1,1.0,Siberian Husky Mix,0,0
12,2,0,2,1,1.0,Domestic Shorthair Mix,1,0
12,24,2,24,0,1.0,Domestic Shorthair Mix,0,0
7,12,2,12,1,0.0,Pit Bull Mix,0,1
5,48,1,48,0,1.0,Labrador Retriever,0,0
12,10,0,10,1,1.0,American Pit Bull Terrier Mix,0,0
10,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
8,60,4,60,1,0.0,Domestic Medium Hair Mix,0,0
1,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
10,3,2,3,0,1.0,Domestic Shorthair Mix,0,0
2,24,0,24,0,1.0,Rhod Ridgeback Mix,0,0
6,72,0,72,0,1.0,German Shepherd,0,0
11,1,0,1,0,1.0,Jack Russell Terrier Mix,0,0
6,72,4,72,0,0.0,Labrador Retriever/Pit Bull,0,1
8,24,0,24,0,1.0,Doberman Pinsch,0,0
6,1,0,1,1,0.0,Siamese Mix,0,0
9,132,2,132,0,0.0,Chihuahua Shorthair Mix,0,1
3,4,2,4,1,0.0,Domestic Medium Hair Mix,1,0
10,10,2,10,1,1.0,Domestic Shorthair Mix,0,0
12,108,0,108,0,1.0,Maltese Mix,0,0
12,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
11,5,2,5,1,1.0,Australian Cattle Dog/Boxer,0,0
1,120,1,120,1,1.0,Beagle/Basset Hound,0,0
6,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
3,2,0,2,1,1.0,Plott Hound/Labrador Retriever,0,0
2,36,2,36,1,0.0,Shih Tzu,0,0
9,96,2,96,0,1.0,Shih Tzu,0,0
12,12,0,12,1,1.0,Miniature Schnauzer Mix,0,0
12,72,0,72,0,1.0,Domestic Shorthair Mix,0,0
5,120,0,120,0,1.0,Domestic Longhair Mix,0,0
8,24,0,24,0,1.0,Chihuahua Shorthair Mix,0,1
7,24,0,24,0,1.0,American Bulldog Mix,0,0
9,0,2,0,2,Unknown,Domestic Shorthair Mix,1,0
12,96,1,96,1,1.0,Jack Russell Terrier Mix,0,0
8,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
2,48,1,48,1,1.0,Cardigan Welsh Corgi Mix,0,0
6,120,4,120,0,1.0,Domestic Shorthair Mix,0,0
3,120,0,120,1,1.0,Maltese Mix,0,0
11,12,2,12,0,1.0,Siamese Mix,0,0
8,1,0,1,1,1.0,Australian Cattle Dog Mix,0,0
5,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
1,36,1,36,0,1.0,Rhod Ridgeback,0,0
3,144,1,144,1,1.0,Domestic Longhair Mix,0,0
2,9,0,9,1,1.0,Domestic Shorthair Mix,0,0
7,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
1,24,2,24,0,1.0,Domestic Shorthair Mix,0,0
9,2,0,2,0,1.0,Domestic Medium Hair Mix,0,0
10,4,2,4,0,1.0,Domestic Shorthair Mix,0,0
3,24,2,24,2,Unknown,Domestic Shorthair Mix,0,0
6,36,1,36,1,0.0,Staffordshire Mix,0,0
7,3,2,3,0,1.0,Siamese Mix,0,0
2,3,2,3,0,0.0,Australian Cattle Dog/Jack Russell Terrier,0,0
12,24,0,24,0,1.0,Jack Russell Terrier/Chihuahua Shorthair,0,0
8,12,0,12,1,1.0,Samoyed Mix,0,0
7,60,2,60,0,1.0,Domestic Medium Hair Mix,0,0
6,4,0,4,0,1.0,Domestic Shorthair Mix,1,0
7,84,2,84,1,0.0,Domestic Medium Hair Mix,0,0
7,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
8,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
9,4,2,4,0,1.0,Pug/Chihuahua Shorthair,0,0
11,10,0,10,0,1.0,Siamese/Domestic Shorthair,1,0
12,60,0,60,1,1.0,Miniature Poodle,0,0
10,1,2,1,0,0.0,Domestic Shorthair Mix,1,0
1,24,2,24,1,0.0,Rat Terrier Mix,0,0
12,2,0,2,0,1.0,Domestic Shorthair Mix,1,0
6,6,2,6,0,0.0,Domestic Shorthair Mix,0,0
4,60,0,60,0,1.0,Boxer Mix,0,0
5,108,1,108,1,1.0,Labrador Retriever Mix,0,0
5,60,2,60,1,1.0,Boxer Mix,0,0
8,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
6,12,0,12,0,1.0,American Bulldog Mix,0,0
1,96,2,96,0,1.0,Chihuahua Shorthair Mix,0,1
12,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
10,2,2,2,1,0.0,Domestic Shorthair Mix,0,0
1,12,0,12,1,1.0,Miniature Poodle/Dachshund,1,0
10,5,0,5,0,1.0,Domestic Shorthair Mix,1,0
9,72,2,72,1,1.0,Chihuahua Shorthair Mix,0,1
8,60,0,60,0,1.0,Parson Russell Terrier Mix,0,0
11,84,1,84,1,1.0,Labrador Retriever Mix,1,0
1,84,1,84,1,0.0,Chihuahua Shorthair Mix,0,1
8,84,0,84,0,1.0,Chihuahua Shorthair Mix,0,1
10,72,1,72,0,1.0,Domestic Shorthair Mix,0,0
5,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
12,3,0,3,0,1.0,Siamese Mix,0,0
7,24,2,24,0,1.0,Domestic Shorthair Mix,0,0
5,204,4,204,0,0.0,Domestic Shorthair Mix,1,0
5,72,0,72,1,1.0,Domestic Shorthair Mix,0,0
2,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
11,72,1,72,0,1.0,Domestic Shorthair Mix,0,0
9,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
11,2,2,2,0,1.0,Domestic Shorthair Mix,0,0
7,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
5,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
10,24,2,24,0,0.0,Shih Tzu,0,0
1,48,1,48,1,1.0,Rhod Ridgeback,0,0
2,24,0,24,1,1.0,Yorkshire Terrier/Border Terrier,0,0
1,12,1,12,0,1.0,Unknown Mix,0,0
1,6,2,6,0,1.0,Domestic Shorthair Mix,1,0
3,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
10,12,2,12,0,1.0,Chihuahua Shorthair/Smooth Fox Terrier,0,0
9,24,0,24,0,1.0,Labrador Retriever Mix,0,0
6,12,4,12,1,0.0,Chihuahua Shorthair Mix,1,1
12,7,2,7,1,0.0,Domestic Shorthair Mix,1,0
9,4,0,4,0,1.0,Domestic Shorthair,1,0
11,12,2,12,0,1.0,Chihuahua Shorthair Mix,0,1
2,3,0,3,1,1.0,Australian Cattle Dog Mix,0,0
10,6,1,6,0,0.0,Rhod Ridgeback Mix,0,0
6,12,1,12,0,1.0,Chinese Sharpei Mix,0,0
3,24,4,24,0,0.0,Domestic Medium Hair Mix,0,0
9,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
3,84,0,84,1,1.0,Australian Cattle Dog Mix,0,0
7,4,0,4,0,1.0,Labrador Retriever Mix,0,0
10,2,1,2,1,0.0,Border Collie/Dachshund,0,0
6,36,0,36,0,1.0,Domestic Shorthair Mix,1,0
6,144,1,144,1,1.0,Chihuahua Shorthair Mix,0,1
9,12,0,12,1,1.0,Domestic Shorthair Mix,1,0
12,1,2,1,1,1.0,German Shepherd Mix,0,1
8,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
11,48,1,48,0,1.0,Golden Retriever Mix,0,0
8,2,0,2,0,1.0,Domestic Shorthair Mix,1,0
8,3,2,3,1,0.0,Treeing Cur Mix,1,0
10,2,2,2,1,1.0,Domestic Shorthair Mix,0,0
10,12,2,12,1,0.0,Italian Greyhound Mix,0,0
3,24,2,24,1,0.0,American Shorthair Mix,0,0
10,12,2,12,0,0.0,Domestic Shorthair Mix,0,0
12,2,0,2,0,1.0,Keeshond,0,0
12,0,2,0,1,0.0,Pit Bull Mix,0,1
8,12,0,12,0,1.0,Blue Lacy,0,0
3,36,1,36,1,0.0,Pit Bull Mix,0,1
1,24,2,24,1,0.0,Domestic Longhair Mix,1,0
7,24,0,24,1,1.0,Maine Coon Mix,0,0
7,5,2,5,0,0.0,Dachshund/Rat Terrier,0,0
2,24,0,24,0,1.0,Yorkshire Terrier Mix,0,0
10,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
12,72,1,72,1,1.0,Boxer Mix,0,0
11,48,2,48,0,1.0,Siamese Mix,0,0
8,4,1,4,1,0.0,Miniature Schnauzer Mix,0,0
11,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
10,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
8,12,0,12,1,1.0,Border Collie Mix,0,0
10,2,2,2,1,1.0,Domestic Shorthair Mix,1,0
11,10,0,10,0,1.0,Labrador Retriever Mix,0,0
10,3,2,3,0,0.0,Domestic Shorthair Mix,0,0
9,24,2,24,0,1.0,Pit Bull Mix,1,1
6,36,1,36,0,1.0,Pit Bull Mix,0,1
10,108,0,108,0,1.0,Basenji Mix,0,0
4,36,1,36,1,1.0,American Pit Bull Terrier Mix,0,0
2,24,0,24,1,1.0,American Staffordshire Terrier Mix,0,0
2,12,0,12,1,1.0,Pit Bull Mix,0,1
12,1,2,1,0,0.0,German Shepherd/Labrador Retriever,0,0
3,24,1,24,1,1.0,Labrador Retriever/Australian Shepherd,0,0
7,24,2,24,1,0.0,Domestic Shorthair Mix,0,0
7,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
8,1,3,1,0,0.0,Domestic Shorthair Mix,0,0
10,12,2,12,0,1.0,Pit Bull Mix,0,1
6,72,4,72,0,1.0,Domestic Shorthair Mix,0,0
9,12,1,12,1,1.0,Dachshund Mix,0,0
10,108,2,108,1,1.0,Domestic Medium Hair Mix,0,0
1,12,4,12,0,1.0,Pit Bull Mix,0,1
6,48,0,48,0,1.0,Pomeranian Mix,0,0
8,4,2,4,1,0.0,Domestic Shorthair Mix,0,0
12,132,0,132,1,1.0,Labrador Retriever Mix,0,0
11,4,0,4,1,1.0,Domestic Shorthair Mix,1,0
12,144,1,144,1,0.0,German Shepherd Mix,0,1
4,8,1,8,1,1.0,Yorkshire Terrier Mix,0,0
11,3,0,3,1,1.0,Domestic Shorthair Mix,0,0
6,24,1,24,0,1.0,Siberian Husky Mix,0,0
7,2,2,2,0,0.0,Chihuahua Shorthair Mix,0,1
10,24,0,24,1,1.0,Australian Cattle Dog Mix,0,0
2,2,0,2,1,1.0,Cairn Terrier/Border Collie,0,0
12,36,0,36,1,1.0,Chihuahua Shorthair Mix,0,1
5,108,1,108,0,1.0,Anatol Shepherd Mix,0,0
11,12,1,12,0,1.0,Basset Hound Mix,0,0
11,1,2,1,1,0.0,Domestic Longhair Mix,1,0
11,5,0,5,0,1.0,Domestic Medium Hair Mix,0,0
11,0,2,0,0,0.0,Domestic Longhair Mix,0,0
10,24,2,24,1,1.0,Finnish Spitz Mix,0,0
7,2,2,2,1,0.0,Balinese Mix,0,0
5,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
5,60,1,60,0,1.0,Labrador Retriever Mix,0,0
2,12,0,12,1,1.0,Standard Schnauzer Mix,0,0
12,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
1,84,1,84,0,1.0,Beagle,0,0
10,1,3,1,0,0.0,Domestic Medium Hair Mix,0,0
1,120,0,120,0,1.0,Miniature Schnauzer/Miniature Poodle,0,0
10,96,1,96,0,1.0,Yorkshire Terrier Mix,0,0
6,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
3,12,2,12,0,1.0,Rat Terrier/Dachshund,0,0
12,2,0,2,1,0.0,Domestic Shorthair Mix,0,0
7,3,0,3,1,1.0,Domestic Shorthair Mix,0,0
7,2,4,2,0,0.0,Domestic Shorthair Mix,0,0
1,48,1,48,0,1.0,Domestic Shorthair Mix,0,0
12,1,0,1,0,1.0,Domestic Shorthair Mix,0,0
5,24,2,24,1,1.0,Chihuahua Shorthair Mix,0,1
12,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
1,24,4,24,0,1.0,German Shepherd Mix,0,1
7,24,0,24,1,1.0,Australian Kelpie Mix,0,0
1,3,0,3,1,1.0,Domestic Shorthair Mix,0,0
11,6,2,6,1,1.0,Domestic Shorthair Mix,0,0
12,1,2,1,0,0.0,Border Terrier Mix,0,0
9,24,1,24,0,1.0,Pit Bull Mix,0,1
12,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
1,7,1,7,0,1.0,Domestic Shorthair Mix,1,0
11,24,2,24,1,0.0,Pit Bull Mix,0,1
7,0,2,0,1,0.0,Domestic Shorthair Mix,1,0
2,2,0,2,1,1.0,Labrador Retriever/Australian Cattle Dog,0,0
4,5,2,5,1,1.0,Labrador Retriever/Border Collie,1,0
6,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
3,48,2,48,0,1.0,Siberian Husky Mix,0,0
4,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
11,2,2,2,1,0.0,Domestic Medium Hair Mix,0,0
3,24,2,24,0,1.0,Rottweiler Mix,0,1
1,36,0,36,0,1.0,Basset Hound Mix,0,0
11,72,2,72,0,1.0,Domestic Shorthair Mix,0,0
7,36,2,36,1,1.0,Great Dane,0,0
11,48,1,48,0,1.0,Great Dane,0,0
7,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
7,144,0,144,0,1.0,Domestic Shorthair,0,0
6,24,2,24,1,1.0,Domestic Shorthair Mix,0,0
1,12,2,12,0,1.0,German Shepherd Mix,0,1
12,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
10,24,1,24,0,1.0,Yorkshire Terrier,0,0
10,36,0,36,0,1.0,Great Pyrenees/Australian Cattle Dog,0,0
4,144,4,144,0,0.0,Domestic Shorthair Mix,0,0
4,24,2,24,0,1.0,Pit Bull Mix,0,1
10,0,2,0,0,0.0,Domestic Shorthair Mix,1,0
5,1,3,1,0,0.0,Manx Mix,0,0
10,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
7,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
12,12,2,12,1,1.0,Domestic Shorthair Mix,0,0
8,12,0,12,1,1.0,Bull Terrier/Jack Russell Terrier,0,0
6,48,1,48,1,1.0,Dachshund,0,0
8,12,0,12,0,1.0,Yorkshire Terrier Mix,0,0
3,24,1,24,0,1.0,Ibizan Hound/Pit Bull,0,0
8,48,1,48,0,1.0,Domestic Shorthair Mix,0,0
7,3,2,3,0,1.0,Domestic Shorthair Mix,0,0
10,24,2,24,1,1.0,Havanese Mix,0,0
2,24,2,24,1,1.0,Pit Bull Mix,0,1
6,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
8,2,0,2,1,1.0,Catahoula Mix,0,0
7,4,2,4,1,0.0,Domestic Shorthair Mix,0,0
9,36,2,36,0,1.0,Maine Coon Mix,0,0
8,5,4,5,0,0.0,Domestic Shorthair Mix,0,0
12,48,1,48,1,1.0,Chihuahua Shorthair Mix,0,1
10,60,0,60,1,1.0,German Shepherd Mix,0,1
2,60,1,60,0,1.0,Catahoula/Australian Cattle Dog,0,0
6,120,2,120,0,1.0,German Shepherd,0,0
1,7,2,7,0,0.0,Chihuahua Shorthair Mix,0,1
1,84,2,84,1,1.0,Cocker Spaniel Mix,0,0
11,12,0,12,0,1.0,Rottweiler Mix,0,1
3,72,1,72,0,1.0,Standard Poodle Mix,0,0
9,5,0,5,0,1.0,Cairn Terrier Mix,0,0
1,24,0,24,0,1.0,Golden Retriever/Australian Cattle Dog,0,0
7,2,2,2,1,1.0,Domestic Shorthair Mix,1,0
10,3,2,3,2,Unknown,Domestic Shorthair Mix,1,0
2,8,2,8,2,Unknown,Domestic Shorthair Mix,0,0
12,24,2,24,0,1.0,Domestic Shorthair Mix,0,0
3,5,0,5,0,1.0,Labrador Retriever/German Shepherd,0,0
3,24,1,24,1,0.0,Nova Scotia Duck Tolling Retriever Mix,0,0
2,48,1,48,0,0.0,Chow Chow Mix,1,0
12,12,0,12,0,1.0,Dachshund/Cardigan Welsh Corgi,0,0
5,180,1,180,1,1.0,Rat Terrier Mix,0,0
9,12,0,12,0,1.0,American Staffordshire Terrier Mix,0,0
11,12,0,12,0,1.0,American Pit Bull Terrier Mix,0,0
8,1,2,1,0,0.0,Domestic Shorthair Mix,1,0
5,2,2,2,0,1.0,Labrador Retriever Mix,0,0
6,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
12,180,1,180,1,1.0,Chihuahua Shorthair Mix,0,1
2,24,3,24,0,0.0,Chihuahua Shorthair Mix,0,1
10,2,0,2,1,0.0,Domestic Shorthair Mix,1,0
10,72,1,72,0,0.0,Australian Cattle Dog Mix,0,0
12,24,0,24,1,1.0,American Staffordshire Terrier Mix,0,0
1,120,2,120,0,1.0,Boston Terrier Mix,0,0
11,12,0,12,1,1.0,Labrador Retriever Mix,0,0
9,2,2,2,1,0.0,Domestic Medium Hair Mix,0,0
5,12,0,12,1,1.0,Siberian Husky Mix,0,0
10,24,0,24,0,1.0,Great Dane/Labrador Retriever,1,0
5,144,4,144,0,1.0,German Shepherd/Siberian Husky,0,0
2,8,0,8,1,1.0,Chow Chow Mix,0,0
12,4,2,4,1,1.0,Domestic Shorthair Mix,0,0
11,48,1,48,0,1.0,Dachshund/Whippet,0,0
4,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
7,9,2,9,0,0.0,Domestic Shorthair Mix,0,0
10,24,1,24,0,1.0,Boston Terrier Mix,0,0
4,96,0,96,0,1.0,Domestic Shorthair Mix,0,0
7,24,2,24,1,0.0,Domestic Medium Hair,0,0
5,72,0,72,0,1.0,Domestic Shorthair Mix,1,0
12,5,0,5,0,1.0,Domestic Medium Hair Mix,0,0
2,12,0,12,0,1.0,Domestic Shorthair Mix,0,0
2,24,2,24,0,0.0,Domestic Longhair Mix,0,0
4,108,1,108,0,1.0,Golden Retriever Mix,0,0
12,6,0,6,0,1.0,Pit Bull Mix,0,1
5,3,0,3,1,1.0,Pointer Mix,0,0
3,4,0,4,1,0.0,Domestic Shorthair Mix,0,0
5,1,2,1,1,0.0,Domestic Shorthair Mix,0,0
1,12,1,12,1,1.0,Australian Shepherd Mix,0,0
11,36,1,36,0,1.0,Pit Bull Mix,0,1
7,3,2,3,0,0.0,Domestic Shorthair Mix,0,0
6,132,0,132,0,1.0,Domestic Shorthair Mix,0,0
11,1,0,1,0,1.0,Anatol Shepherd Mix,0,0
8,156,2,156,1,1.0,Pekingese Mix,0,0
4,36,2,36,1,1.0,Domestic Longhair Mix,0,0
1,24,1,24,0,1.0,Rottweiler Mix,0,1
4,3,3,3,1,0.0,Beagle Mix,0,0
5,2,0,2,0,1.0,Labrador Retriever Mix,0,0
7,72,1,72,0,0.0,Chihuahua Shorthair Mix,0,1
10,60,0,60,0,1.0,Domestic Longhair Mix,0,0
3,72,1,72,0,1.0,American Bulldog Mix,0,0
10,24,0,24,0,1.0,Labrador Retriever Mix,0,0
12,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
3,4,1,4,0,1.0,Catahoula/Plott Hound,0,0
7,2,2,2,1,1.0,Domestic Shorthair Mix,0,0
10,3,2,3,1,0.0,Domestic Shorthair Mix,0,0
1,4,0,4,0,1.0,Pit Bull/Pointer,0,0
1,96,0,96,1,1.0,Domestic Shorthair Mix,0,0
8,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
2,12,2,12,0,1.0,Pit Bull Mix,0,1
2,12,0,12,0,1.0,Chihuahua Shorthair/Yorkshire Terrier,0,0
12,3,0,3,1,1.0,Domestic Medium Hair Mix,0,0
2,36,1,36,0,1.0,German Wirehaired Pointer,0,0
10,3,0,3,1,1.0,Dachshund Mix,0,0
9,12,0,12,0,1.0,Border Collie Mix,1,0
5,1,2,1,2,Unknown,Domestic Shorthair Mix,1,0
3,24,0,24,1,1.0,Rat Terrier/Chihuahua Shorthair,0,0
3,60,1,60,1,0.0,Labrador Retriever Mix,1,0
8,24,2,24,0,1.0,Pointer Mix,0,0
11,24,2,24,0,1.0,American Staffordshire Terrier/American Bulldog,0,0
6,24,1,24,1,1.0,Rottweiler Mix,1,1
7,84,1,84,0,1.0,Pomeranian Mix,0,0
3,10,1,10,1,1.0,Pit Bull Mix,0,1
1,2,0,2,0,1.0,Anatol Shepherd Mix,0,0
11,144,1,144,0,1.0,Border Collie Mix,0,0
8,0,2,0,0,0.0,Domestic Shorthair Mix,1,0
4,24,4,24,1,1.0,Staffordshire Mix,0,0
10,2,0,2,1,1.0,Domestic Longhair Mix,0,0
5,12,2,12,0,0.0,Lhasa Apso/Pbgv,0,0
9,36,2,36,0,0.0,Labrador Retriever/Harrier,0,0
5,12,2,12,0,0.0,Domestic Shorthair Mix,0,0
10,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
9,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
12,24,0,24,0,1.0,Golden Retriever/Labrador Retriever,0,0
10,5,2,5,0,1.0,Domestic Shorthair Mix,0,0
10,96,2,96,1,1.0,Pit Bull Mix,0,1
8,12,0,12,1,1.0,American Pit Bull Terrier Mix,0,0
1,5,0,5,1,1.0,Domestic Shorthair Mix,0,0
7,60,0,60,0,1.0,Rat Terrier Mix,0,0
10,12,2,12,0,0.0,Domestic Shorthair Mix,0,0
10,72,0,72,1,1.0,Rat Terrier Mix,0,0
2,12,2,12,0,0.0,Anatol Shepherd/Labrador Retriever,0,0
3,120,2,120,0,1.0,Pekingese Mix,0,0
12,24,0,24,0,1.0,Chihuahua Shorthair Mix,0,1
8,4,2,4,0,0.0,Domestic Shorthair Mix,0,0
7,24,2,24,1,0.0,Standard Schnauzer Mix,1,0
2,48,1,48,0,1.0,Boston Terrier Mix,0,0
4,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
9,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
6,96,1,96,0,1.0,Rottweiler Mix,1,1
1,48,1,48,1,1.0,Affenpinscher Mix,1,0
6,5,2,5,0,1.0,German Shepherd Mix,0,1
8,120,4,120,0,0.0,German Shepherd Mix,0,1
5,216,4,216,0,1.0,Domestic Longhair Mix,0,0
